rank,layer,neuron,direction,mean_g,abs_mean_g,mean_abs_g,std_g,positive_fraction,sign_consistency
95,10,11570,suppresses_refusal,-0.0494384765625,0.0494384765625,0.0494384765625,0.0399169921875,0.0,1.0
96,30,4350,supports_refusal,0.049072265625,0.049072265625,0.049072265625,0.006591796875,1.0,1.0
97,31,12591,supports_refusal,0.0489501953125,0.0489501953125,0.0489501953125,0.0096435546875,1.0,1.0
98,11,11321,suppresses_refusal,-0.048828125,0.048828125,0.048828125,0.00390625,0.0,1.0
99,31,14201,supports_refusal,0.0484619140625,0.0484619140625,0.0484619140625,0.0106201171875,1.0,1.0
100,27,6070,suppresses_refusal,-0.0482177734375,0.0482177734375,0.0482177734375,0.0072021484375,0.0,1.0
101,14,3917,supports_refusal,0.048095703125,0.048095703125,0.048095703125,0.01220703125,1.0,1.0
102,31,2188,supports_refusal,0.048095703125,0.048095703125,0.048095703125,0.01220703125,1.0,1.0
103,5,7012,suppresses_refusal,-0.0479736328125,0.0479736328125,0.0479736328125,0.0076904296875,0.0,1.0
104,30,1293,supports_refusal,0.04779052734375,0.04779052734375,0.04779052734375,0.02789306640625,1.0,1.0
105,31,4046,suppresses_refusal,-0.04779052734375,0.04779052734375,0.04779052734375,0.01666259765625,0.0,1.0
106,30,10322,supports_refusal,0.0477294921875,0.0477294921875,0.0477294921875,0.0191650390625,1.0,1.0
107,31,5919,supports_refusal,0.0474853515625,0.0474853515625,0.0474853515625,0.0137939453125,1.0,1.0
108,28,3797,suppresses_refusal,-0.04736328125,0.04736328125,0.04736328125,0.009521484375,0.0,1.0
109,23,12220,supports_refusal,0.0472412109375,0.0472412109375,0.0472412109375,0.0142822265625,1.0,1.0
110,29,8656,supports_refusal,0.046875,0.046875,0.046875,0.004150390625,1.0,1.0
111,31,10644,supports_refusal,0.046630859375,0.046630859375,0.046630859375,0.0068359375,1.0,1.0
112,31,1324,supports_refusal,0.046630859375,0.046630859375,0.046630859375,0.012451171875,1.0,1.0
113,30,11268,supports_refusal,0.04638671875,0.04638671875,0.04638671875,0.001708984375,1.0,1.0
114,31,1919,supports_refusal,0.0460205078125,0.0460205078125,0.0460205078125,0.0015869140625,1.0,1.0
115,31,7450,supports_refusal,0.045654296875,0.045654296875,0.045654296875,0.0068359375,1.0,1.0
116,30,10238,suppresses_refusal,-0.045654296875,0.045654296875,0.045654296875,0.0087890625,0.0,1.0
117,30,936,supports_refusal,0.04559326171875,0.04559326171875,0.04559326171875,0.01983642578125,1.0,1.0
118,27,2012,suppresses_refusal,-0.0455322265625,0.0455322265625,0.0455322265625,0.0069580078125,0.0,1.0
119,31,12606,supports_refusal,0.04522705078125,0.04522705078125,0.04522705078125,0.01605224609375,1.0,1.0
120,31,4661,supports_refusal,0.045166015625,0.045166015625,0.045166015625,0.006103515625,1.0,1.0
121,30,12016,supports_refusal,0.04498291015625,0.04498291015625,0.04498291015625,0.02386474609375,1.0,1.0
122,28,1016,supports_refusal,0.0440673828125,0.0440673828125,0.0440673828125,0.0140380859375,1.0,1.0
123,31,11256,suppresses_refusal,-0.0439453125,0.0439453125,0.0439453125,0.0048828125,0.0,1.0
124,31,1519,suppresses_refusal,-0.043792724609375,0.043792724609375,0.043792724609375,0.028472900390625,0.0,1.0
125,31,13076,supports_refusal,0.04345703125,0.04345703125,0.04345703125,0.013427734375,1.0,1.0
126,31,5975,supports_refusal,0.04339599609375,0.04339599609375,0.04339599609375,0.01519775390625,1.0,1.0
127,30,8614,suppresses_refusal,-0.0433349609375,0.0433349609375,0.0433349609375,0.0003662109375,0.0,1.0
128,31,260,suppresses_refusal,-0.0433349609375,0.0433349609375,0.0433349609375,0.0091552734375,0.0,1.0
129,31,13833,supports_refusal,0.04327392578125,0.04327392578125,0.04327392578125,0.02655029296875,1.0,1.0
130,31,7936,supports_refusal,0.04296875,0.04296875,0.04296875,0.02001953125,1.0,1.0
131,28,781,supports_refusal,0.0428466796875,0.0428466796875,0.0428466796875,0.0050048828125,1.0,1.0
132,31,13803,supports_refusal,0.0426025390625,0.0426025390625,0.0426025390625,0.0047607421875,1.0,1.0
133,31,4179,supports_refusal,0.0426025390625,0.0426025390625,0.0426025390625,0.0096435546875,1.0,1.0
134,30,10445,suppresses_refusal,-0.0423583984375,0.0423583984375,0.0423583984375,0.0250244140625,0.0,1.0
135,10,6759,supports_refusal,0.042236328125,0.042236328125,0.042236328125,0.001708984375,1.0,1.0
136,31,13414,supports_refusal,0.042236328125,0.042236328125,0.042236328125,0.009521484375,1.0,1.0
137,30,13393,supports_refusal,0.0419921875,0.0419921875,0.0419921875,0.01025390625,1.0,1.0
138,30,7675,suppresses_refusal,-0.041748046875,0.041748046875,0.041748046875,0.002197265625,0.0,1.0
139,3,2145,supports_refusal,0.0416259765625,0.0416259765625,0.0416259765625,0.0040283203125,1.0,1.0
140,31,11695,suppresses_refusal,-0.0416259765625,0.0416259765625,0.0416259765625,0.0001220703125,0.0,1.0
141,26,8200,suppresses_refusal,-0.04150390625,0.04150390625,0.04150390625,0.007080078125,0.0,1.0
142,31,14276,supports_refusal,0.04150390625,0.04150390625,0.04150390625,0.033203125,1.0,1.0
143,29,13328,suppresses_refusal,-0.0413818359375,0.0413818359375,0.0413818359375,0.0128173828125,0.0,1.0
144,29,7733,supports_refusal,0.04132080078125,0.04132080078125,0.04132080078125,0.01507568359375,1.0,1.0
145,31,8118,suppresses_refusal,-0.0406494140625,0.0406494140625,0.0406494140625,0.0020751953125,0.0,1.0
